SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,DATE,TOTALTRADES,ISIN
ICICIGI,EQ,1496,1583.95,1496,1516.2,1518.95,1503,2333441,3609115434,2021-06-16,145885,INE765G01017
ICICIGOLD,EQ,43.14,43.17,42.87,43,43.04,43.14,298114,12831378.72,2021-06-16,1548,INF109KC1NT3
ICICILIQ,EQ,1000,1005,999.5,999.99,1000,999.99,4169,4168639.38,2021-06-16,39,INF109KC1KT9
ICICILOVOL,EQ,132.66,132.66,129.51,130.09,130.95,130.7,57265,7468792.15,2021-06-16,906,INF109KB10T8
ICICIM150,EQ,105,105,103.01,103.29,103.2,104.19,16241,1682183.53,2021-06-16,398,INF109KC1G82
ICICIMCAP,EQ,95.7,95.7,92.45,93.58,93.6,93.46,8722,814225.55,2021-06-16,336,INF109KB1XT3
ICICINF100,EQ,175.99,175.99,172.1,174.02,174.05,174.52,3250,564184.86,2021-06-16,298,INF109KA1962
ICICINIFTY,EQ,194.5,194.5,165,168.61,168.5,169.13,42027,7095369.28,2021-06-16,3025,INF109K012R6
ICICINV20,EQ,86.97,86.97,84.25,84.42,84.7,84.96,11259,951413.78,2021-06-16,1059,INF109KB1WY5
ICICINXT50,EQ,40.39,40.39,39.53,39.76,39.9,39.88,82784,3296285.33,2021-06-16,775,INF109KC1NS5
ICICIPHARM,EQ,86.84,87.98,86.4,86.7,86.7,86.84,4717,408386.08,2021-06-16,109,INF109KC1Q72
ICICIPRULI,EQ,583.4,591.05,575.9,577.8,578,587.6,1195389,696096225.4,2021-06-16,22006,INE726G01019
ICICISENSX,EQ,565.02,574.99,565.02,570.85,570,572.53,1478,843633.7,2021-06-16,77,INF346A01034
ICICITECH,EQ,284,289.13,284,286.77,287,286.7,2557,734147.57,2021-06-16,107,INF109KC1N67
ICIL,EQ,172.8,175.95,170.8,172.35,172,169.9,665124,115291569.4,2021-06-16,12061,INE483B01026
ICRA,EQ,3460.25,3484,3360,3381.4,3370.6,3460.25,7602,25942935.45,2021-06-16,1617,INE725G01011
IDBI,EQ,38.85,39.3,38.6,38.75,38.7,38.85,9691834,377267114.3,2021-06-16,16189,INE008A01015
IDBIGOLD,EQ,4484,4489,4427.45,4461.5,4479,4446.4,46,205348.4,2021-06-16,30,INF397L01554
IDEA,EQ,9.7,9.85,9.45,9.55,9.5,9.7,147068682,1418691687,2021-06-16,127239,INE669E01016
IDFC,EQ,56.75,56.75,55.1,55.55,55.3,56.45,3013459,167947757.2,2021-06-16,10613,INE043D01016
IDFCFIRSTB,EQ,59.6,59.9,58.3,58.55,58.6,59.6,17315397,1021737636,2021-06-16,43255,INE092T01019
IDFCFIRSTB,N9,5240,5240,5240,5240,5240,5235,7,36680,2021-06-16,2,INE092T08CK9
IDFCFIRSTB,NA,11340.5,11340.5,10500,11301,11301,11341.55,14,155107.55,2021-06-16,4,INE092T08CL7
IDFCFIRSTB,NC,10850,10900,10850,10900,10900,10891.43,18,195716.24,2021-06-16,5,INE092T08CN3
IDFNIFTYET,EQ,165.77,165.79,164,164.71,164,166.12,86,14203.74,2021-06-16,21,INF194KA1U07
IEX,EQ,377.4,380.6,372.3,374.65,373.4,375.35,2528432,952562612.8,2021-06-16,41203,INE022Q01020
IFBAGRO,EQ,540,550,530.75,535.5,533,536.9,45598,24593664.6,2021-06-16,2794,INE076C01018
IFBIND,EQ,1125,1135.45,1080,1091.65,1087,1122.9,50229,55654512.35,2021-06-16,4172,INE559A01017
IFCI,EQ,13.55,13.7,13,13.15,13.15,13.45,5193769,68803208.1,2021-06-16,13135,INE039A01010
IFCI,NG,1860,1860,1860,1860,1860,1850,5,9300,2021-06-16,1,INE039A07793
IFCI,NH,1103,1103,1100,1100,1100,1105,2194,2416163,2021-06-16,45,INE039A07801
IFCI,NL,1045,1045,1021.5,1021.5,1021.5,1083.9,200,205271.95,2021-06-16,5,INE039A07843
IFGLEXPOR,EQ,378.15,378.9,365,366.05,366,374.95,39285,14493135.25,2021-06-16,2159,INE133Y01011
IGARASHI,EQ,484.9,489.8,478.05,481.15,480,482.05,91891,44408113.35,2021-06-16,4145,INE188B01013
IGL,EQ,543,543,532.9,534.1,534.1,538.9,2363301,1267629910,2021-06-16,37390,INE203G01027
IGPL,EQ,614.8,640,612.6,622.9,622.8,612.55,337799,212523227.2,2021-06-16,16348,INE204A01010
IIFCL,N1,1276.01,1276.01,1276.01,1276.01,1276.01,1303,5,6380.05,2021-06-16,1,INE787H07156
IIFCL,N4,1430,1441,1430,1441,1441,1428,1600,2302768.89,2021-06-16,8,INE787H07370
IIFL,BE,271.25,271.25,255,255.25,257,258.35,105948,27618933.5,2021-06-16,2235,INE530B01024
IIFL,N3,1250,1250,1250,1250,1250,1241.75,10,12500,2021-06-16,2,INE866I07CB0
IIFL,N4,1022,1027,1022,1025,1025,1027.9,1264,1295043,2021-06-16,16,INE866I07CD6
IIFL,N5,1190,1190,1050.75,1050.75,1050.75,1050.5,141,149553.45,2021-06-16,5,INE866I07CF1
IIFL,N6,1038,1038,1023.5,1025,1025,1030,374,383580,2021-06-16,12,INE866I08279
IIFL,N9,1001,1001,1000,1000,1000,1024,505,505002.6,2021-06-16,21,INE866I07CK1
IIFL,NC,1021.78,1021.78,1021.78,1021.78,1021.78,1029.99,60,61306.8,2021-06-16,1,INE866I08303
IIFL,ND,919.5,919.5,919.5,919.5,919.5,1055,15,13792.5,2021-06-16,1,INE866I08311
IIFL,NE,1009.99,1010,1002.01,1004.99,1004.99,1005,530,533030.09,2021-06-16,15,INE530B08094
IIFL,NF,1006,1007.99,1005.1,1005.92,1005.3,1005.31,2177,2190175.15,2021-06-16,42,INE530B08102
IIFL,NG,1000,1000,991,991,991,1000.55,60,59751.8,2021-06-16,6,INE530B08110
IIFLSEC,EQ,74.4,75.8,72.25,73,72.9,74,450261,33157247.2,2021-06-16,3965,INE489L01022
IIFLWAM,EQ,1158,1160,1131.05,1139.85,1143,1158,240189,273549139.6,2021-06-16,5314,INE466L01020
IITL,EQ,73,75,71.6,74.3,72.7,71.45,8135,602484.5,2021-06-16,224,INE886A01014
IL&FSENGG,BZ,4.4,4.4,4.15,4.15,4.15,4.35,120571,518007.85,2021-06-16,141,INE369I01014
IL&FSTRANS,BZ,2.9,3,2.85,3,3,2.95,124515,369196.6,2021-06-16,110,INE975G01012
IMAGICAA,BE,8.9,8.9,8.5,8.5,8.5,8.9,165741,1414839.7,2021-06-16,382,INE172N01012
IMFA,EQ,536.4,536.4,510.1,514.1,513.2,531.25,135237,70003531.55,2021-06-16,5115,INE919H01018
IMPAL,EQ,727,727,710,717.6,719,713.35,3995,2868445.7,2021-06-16,500,INE547E01014
IMPEXFERRO,BE,1.2,1.25,1.15,1.25,1.25,1.2,67171,81987.65,2021-06-16,61,INE691G01015
INCREDIBLE,EQ,27.3,27.85,27.3,27.5,27.6,27.4,17208,473214.55,2021-06-16,267,INE452L01012
INDBANK,EQ,21.1,21.2,19.8,19.9,19.85,20.9,426088,8546790,2021-06-16,2085,INE841B01017
INDHOTEL,EQ,136.45,137.35,134.5,135.15,135,136.45,1579350,214319162.8,2021-06-16,13548,INE053A01029
INDIACEM,EQ,190,197.4,190,191.6,191,188.4,7162953,1386968256,2021-06-16,46289,INE383A01012
INDIAGLYCO,EQ,548.9,559.45,537.1,542,540.6,545.75,144387,79387230.4,2021-06-16,6109,INE560A01015
INDIAMART,EQ,7405,7418,7267,7301.25,7280,7389.1,71644,524073075.3,2021-06-16,16317,INE933S01016
INDIANB,EQ,144.4,148,139,141.1,140,143.9,3614495,521783470.1,2021-06-16,20574,INE562A01011
INDIANCARD,EQ,166.65,168.8,164,165.35,164.1,166.65,1047,173410.35,2021-06-16,52,INE061A01014
INDIANHUME,EQ,228.6,229.9,222.1,224.85,225.2,227.35,116927,26420877.6,2021-06-16,6081,INE323C01030
INDIGO,EQ,1780,1783.45,1728,1733.7,1735,1789.7,893431,1561884496,2021-06-16,35257,INE646L01027
INDIGOPNTS,EQ,2690,2740,2631,2650.1,2640,2677.55,102844,277044397.5,2021-06-16,12975,INE09VQ01012
INDIGRID,IV,131.99,132,131.75,131.98,132,131.98,226233,29858282.37,2021-06-16,82,INE219X23014
INDIGRID,NJ,1046.36,1046.36,1044.1,1045,1045,1046.36,866,904956.16,2021-06-16,67,INE219X07264
INDIGRID,NL,1053,1053,1048.2,1048.2,1048.2,1053,374,393501.7,2021-06-16,7,INE219X07280
INDLMETER,EQ,13.85,14.2,13.85,13.95,14,14.05,38641,539253.65,2021-06-16,134,INE065B01013
INDNIPPON,EQ,367,379.5,363,377.35,376.05,363.15,386969,144471176.5,2021-06-16,9668,INE092B01025
INDOCO,EQ,410,420.3,400,406.15,403.55,409.6,251678,103433535.1,2021-06-16,12751,INE873D01024
INDORAMA,BE,52.95,53,51.2,52.5,52.1,51.75,47351,2482054.6,2021-06-16,628,INE156A01020
INDOSOLAR,BZ,2.7,2.7,2.6,2.7,2.7,2.6,515464,1390095.4,2021-06-16,372,INE866K01015
INDOSTAR,EQ,400.15,406.4,385,389.4,390.1,399.6,77863,30752840.45,2021-06-16,4436,INE896L01010
INDOTECH,EQ,154,154,149,149.95,150.15,152.6,9085,1364966.05,2021-06-16,228,INE332H01014
INDOTHAI,BE,51.05,52.7,51.05,52.25,52.4,52,3371,173492.1,2021-06-16,24,INE337M01013
INDOWIND,EQ,6.9,6.9,6.6,6.9,6.9,6.6,229743,1581546.1,2021-06-16,333,INE227G01018
INDRAMEDCO,EQ,91,92.6,89,89.5,89.35,90.75,537885,48670617.2,2021-06-16,5169,INE681B01017
INDSWFTLAB,EQ,116.3,122,111,117.5,116.7,116.4,770713,90378345.35,2021-06-16,13333,INE915B01019
INDTERRAIN,EQ,35.5,36.3,35.25,35.7,35.7,35.45,86302,3085826.15,2021-06-16,599,INE611L01021
INDUSINDBK,EQ,1030,1038.7,1010.35,1013.7,1015,1034.45,3325800,3404434013,2021-06-16,64568,INE095A01012
INDUSTOWER,EQ,254,256.4,251.05,252,251.65,254,1015626,257818354.4,2021-06-16,13244,INE121J01017
INEOSSTYRO,EQ,1483,1497.1,1448,1453.6,1450,1482.85,48334,70794329.45,2021-06-16,4500,INE189B01011
INFIBEAM,EQ,50.2,51.5,50,50.55,50.75,49.9,3949548,200068881.6,2021-06-16,12100,INE483S01020
INFOBEAN,EQ,318,324,314,320.7,320,314.1,49569,15807037.65,2021-06-16,2851,INE344S01016
INFOMEDIA,BE,4.6,4.6,4.25,4.55,4.6,4.4,18071,81757.1,2021-06-16,18,INE669A01022
INFRABEES,EQ,472.5,484.48,457.74,458.6,458.7,464.65,6111,2813686.79,2021-06-16,212,INF732E01268
INFY,EQ,1472.7,1489.45,1467.5,1480.6,1479.2,1473.9,7661710,11327444063,2021-06-16,162924,INE009A01021
INGERRAND,EQ,970,974.3,950.1,966.45,964,972.5,34310,32993875.1,2021-06-16,3609,INE177A01018
INNOVANA,SM,199,205.05,199,205.05,205.05,195.3,10000,2041950,2021-06-16,10,INE403Y01018
INOXLEISUR,EQ,318,320.5,311.55,317.2,318,315.3,233044,73934139.55,2021-06-16,8783,INE312H01016
INOXWIND,EQ,87.85,89.15,84.5,85.15,85.45,86.95,411369,35464400.95,2021-06-16,3707,INE066P01011
INSECTICID,EQ,711,804,695.05,762.55,769,714.05,1335011,1026276556,2021-06-16,56145,INE070I01018
INSPIRISYS,EQ,51.5,53.1,49.8,53.1,53.1,50.6,117197,6128616.5,2021-06-16,963,INE020G01017
INTELLECT,EQ,773.5,814,760,763.9,761.35,769.55,1163175,915832921.4,2021-06-16,39850,INE306R01017
INTENTECH,EQ,78.2,78.2,72.1,76.95,77.2,76.85,145003,10963880.8,2021-06-16,1821,INE781A01025
INVENTURE,EQ,37.55,38.65,36.2,37.75,37.65,35.5,870747,32765819.8,2021-06-16,4941,INE878H01016
IOB,EQ,21.1,21.3,20.45,20.6,20.55,21.1,9014486,187633434.9,2021-06-16,12887,INE565A01014
IOC,EQ,115.75,117.15,115.5,115.9,115.7,115.75,11893517,1384803010,2021-06-16,54665,INE242A01010
IOLCP,EQ,654.95,657,639.7,643.65,641.9,653.35,321063,207981183.7,2021-06-16,12957,INE485C01011
IPCALAB,EQ,2078.95,2078.95,2040.75,2053.3,2046,2065,201709,414560506,2021-06-16,16252,INE571A01020
IRB,EQ,151.9,160.65,150,152.3,151.3,153.6,15657570,2438079947,2021-06-16,95641,INE821I01014
IRBINVIT,IV,56,56.24,56,56.19,56.24,55.99,142500,7995300,2021-06-16,49,INE183W23014
IRCON,EQ,48.5,48.5,47.65,47.75,47.7,48.1,1221117,58476543.8,2021-06-16,6238,INE962Y01021
IRCTC,EQ,2109.45,2121.95,2075.3,2089.95,2086,2097.95,856943,1802299615,2021-06-16,45820,INE335Y01012
IREDA,N2,1257.05,1257.05,1257.05,1257.05,1257.05,1459.5,2,2514.1,2021-06-16,1,INE202E07120
IREDA,N5,1301,1301,1301,1301,1301,1309,5,6505,2021-06-16,1,INE202E07138
IRFC,EQ,25.3,25.5,24.85,24.95,24.95,25.2,27411596,689208097.6,2021-06-16,38654,INE053F01010
IRFC,N1,1078.66,1081,1078.66,1079.5,1079.5,1078.32,2304,2488178.35,2021-06-16,12,INE053F07520
IRFC,N2,1255,1259,1251,1251.12,1251.05,1250.02,3109,3890153.75,2021-06-16,41,INE053F07538
IRFC,N4,1222,1222,1222,1222,1222,1224.98,1,1222,2021-06-16,1,INE053F07579
IRFC,N7,1277.99,1277.99,1277.99,1277.99,1277.99,1278,1,1277.99,2021-06-16,1,INE053F07652
IRFC,NA,1295,1295,1295,1295,1295,1281.1,11,14245,2021-06-16,3,INE053F07686
IRFC,NC,1280.5,1280.5,1201.6,1201.6,1201.6,1280.05,2,2482.1,2021-06-16,2,INE053F07728
IRFC,NE,1305,1315,1305,1307.5,1305,1310,95,124750,2021-06-16,8,INE053F07744
IRFC,NG,1268.58,1268.58,1268.58,1268.58,1268.58,1271.5,2779,3525383.82,2021-06-16,1,INE053F07801
IRFC,NI,1154,1154,1152.01,1152.01,1152.01,1152.1,4,4612.02,2021-06-16,2,INE053F07827
IRFC,NJ,1260,1260,1260,1260,1260,1264.99,5,6300,2021-06-16,2,INE053F07835
IRFC,NL,1156,1156,1156,1156,1156,1150.54,1,1156,2021-06-16,1,INE053F07876
IRFC,NO,1272,1274.65,1270.35,1274.65,1274.65,1274.5,345,438669.1,2021-06-16,6,INE053F07900
IRISDOREME,EQ,116.95,118.55,115.55,116.1,115.75,116.2,6451,750612.9,2021-06-16,119,INE01GN01017
ISEC,EQ,649.9,678.7,634,639.45,635.6,651.5,1455219,960858667,2021-06-16,39432,INE763G01038
ISFT,EQ,104.7,104.7,99.3,101,100.3,103.25,40717,4116197.2,2021-06-16,1159,INE566K01011
ISGEC,EQ,616,618,589,598.3,595.2,613.45,88785,53352155.75,2021-06-16,4269,INE858B01029
ISMTLTD,BE,16.9,17.4,16.4,17.25,17.4,16.8,122287,2080684.85,2021-06-16,322,INE732F01019
ITC,EQ,207.05,209.35,207.05,207.85,207.45,207.05,20104244,4187370768,2021-06-16,103261,INE154A01025
ITDC,EQ,388.05,396,384.95,387.1,386,388.05,59513,23247821.25,2021-06-16,2914,INE353K01014
ITDCEM,EQ,87.9,88.4,85.5,85.8,85.85,87.75,782916,67884140.6,2021-06-16,8182,INE686A01026
ITI,EQ,132.95,132.95,127.5,128.25,127.9,132,889285,115434263.7,2021-06-16,8556,INE248A01017
IVC,BE,5.85,5.85,5.7,5.8,5.75,5.9,89115,516116.6,2021-06-16,248,INE050B01023
IVP,EQ,139.5,142,135.9,141.55,141.95,139.5,3255,456460.85,2021-06-16,190,INE043C01018
IVZINGOLD,EQ,4414,4414,4361,4372,4372,4375,57,249590.1,2021-06-16,21,INF205K01361
IWEL,BE,230.4,230.4,230.4,230.4,230.4,219.45,1565,360576,2021-06-16,38,INE0FLR01028
IZMO,EQ,87.4,94.45,86.75,91.5,91.8,86.1,567018,51395015.85,2021-06-16,4454,INE848A01014
J&KBANK,EQ,29.6,31.65,29.35,30.55,30.3,29.35,30014284,924789922.2,2021-06-16,36276,INE168A01041
JAGRAN,EQ,62.6,64.4,61.65,62.15,62.35,62.55,1322803,83350511.6,2021-06-16,11891,INE199G01027
JAGSNPHARM,EQ,155.05,170,155.05,159.6,158.1,155.6,471706,76857117.1,2021-06-16,9530,INE048B01027
JAIBALAJI,EQ,51,51,47.5,48.05,47.5,49.95,45271,2211226.05,2021-06-16,350,INE091G01018
JAICORPLTD,EQ,138.55,169.8,137.25,163.4,161,142.15,55126897,8711268410,2021-06-16,342015,INE070D01027
JAINSTUDIO,BZ,2.65,2.75,2.65,2.7,2.75,2.65,2800,7485,2021-06-16,7,INE486B01011
JAKHARIA,SM,172,180,172,180,180,169,48000,8633600,2021-06-16,19,INE00N401018
JAMNAAUTO,EQ,86.7,89.1,84,86.05,85.9,86.05,6299479,550638188.8,2021-06-16,30042,INE039C01032
JASH,EQ,394.7,397.95,381,395.3,397.95,390.7,14963,5849287.15,2021-06-16,563,INE039O01011
JAYAGROGN,EQ,216.05,217.65,209.05,211.6,210.35,215,75985,16186335.85,2021-06-16,5864,INE785A01026
JAYBARMARU,EQ,232.9,232.9,225,227.35,227.9,230.8,43018,9802756,2021-06-16,4018,INE571B01028
JAYNECOIND,BE,22.5,23,21.3,21.6,21.3,22.4,236762,5129834.2,2021-06-16,587,INE854B01010
JAYSREETEA,EQ,104.9,111.8,101.65,108.05,107.95,104.05,2233021,239610497.5,2021-06-16,28440,INE364A01020
JBCHEPHARM,EQ,1525,1533,1502.05,1525.9,1524,1507,213348,323944653.8,2021-06-16,12281,INE572A01028
JBFIND,BE,25.7,25.75,24.85,25.75,25.75,24.55,785965,20226078.7,2021-06-16,598,INE187A01017
JBMA,EQ,444.45,453,434.25,437,435.6,441.45,29043,12886639.75,2021-06-16,1503,INE927D01028
JCHAC,EQ,2339,2369,2270,2290.6,2290,2319.9,104982,244885415.1,2021-06-16,8367,INE782A01015
JETAIRWAYS,BZ,98,99.5,97.5,98.3,97.95,99.55,45412,4460527.6,2021-06-16,880,INE802G01018
JETFREIGHT,SM,26.05,26.1,26,26.05,26.1,24.9,28000,730200,2021-06-16,7,INE982V01017
JETKNIT,SM,35.15,35.15,35.15,35.15,35.15,33.5,1500,52725,2021-06-16,1,INE564T01017
JHS,EQ,24.6,24.9,23.6,23.95,24,24.55,184944,4468655.1,2021-06-16,1114,INE544H01014
JIKIND,BE,1,1,0.9,0.9,0.9,0.95,101656,93006.9,2021-06-16,120,INE026B01049
JINDALPHOT,BE,67,70.5,67,69,69,67.6,6932,474856.95,2021-06-16,94,INE796G01012
JINDALPOLY,EQ,875,903,863,874.9,878.5,868.35,327139,288525126.8,2021-06-16,14627,INE197D01010
JINDALSAW,EQ,111.5,112.45,105.25,106.25,106,112.25,4376619,474451761.4,2021-06-16,24019,INE324A01024
JINDALSTEL,EQ,420.75,424.6,405.3,407.35,408.3,422.5,14457301,5944322368,2021-06-16,148144,INE749A01030
JINDRILL,EQ,128.9,131.35,124,127,126.2,125.75,125407,16052023.9,2021-06-16,2227,INE742C01031
JINDWORLD,EQ,63.15,71.75,62.3,68.2,67.55,62.2,2176983,149643490.2,2021-06-16,21452,INE247D01039
JISLDVREQS,EQ,18.3,18.6,17.4,17.7,17.85,18.25,88043,1567523,2021-06-16,470,IN9175A01010
JISLJALEQS,EQ,26.25,26.5,24.55,24.85,24.85,26,7077527,178383682.3,2021-06-16,9474,INE175A01038
JIYAECO,BE,6.7,6.85,6.6,6.6,6.6,6.9,85945,569166.2,2021-06-16,315,INE023S01016
JKCEMENT,EQ,2765,2814.35,2765,2768.75,2772,2789.75,61603,171370444.3,2021-06-16,4705,INE823G01014
JKIL,EQ,199.5,202.45,192.05,193.25,192.65,198.55,237924,46719275.45,2021-06-16,6029,INE576I01022
JKLAKSHMI,EQ,572.6,574.35,554,558.7,558.65,568.15,348270,196015790.1,2021-06-16,14734,INE786A01032
JKPAPER,EQ,176.7,178.65,171.65,174.95,174.45,178.35,1115990,195289511.6,2021-06-16,12053,INE789E01012
JKTYRE,EQ,149.5,155.9,147.2,150.35,148.7,148.8,9969516,1512133320,2021-06-16,80157,INE573A01042
JMA,EQ,46.75,49,44.95,47.85,47.85,44.7,167207,8062581.3,2021-06-16,1198,INE412C01023
JMCPROJECT,EQ,118.7,119.7,116,116.85,116.1,118.8,183525,21559426.9,2021-06-16,5419,INE890A01024
JMFINANCIL,EQ,96.95,96.95,94,94.35,94.3,96.35,953517,90759473.85,2021-06-16,7095,INE780C01023
JMTAUTOLTD,EQ,3.45,3.5,3.25,3.25,3.3,3.4,4379211,14482593.25,2021-06-16,2359,INE988E01036
JOCIL,EQ,193.9,198,182.45,190.8,189.95,190.65,60227,11641033.55,2021-06-16,2024,INE839G01010
JPASSOCIAT,BE,15.65,15.65,14.25,15.55,15.35,14.95,42945807,655111965.5,2021-06-16,38846,INE455F01025
JPINFRATEC,BE,3.75,3.75,3.75,3.75,3.75,3.6,1663959,6239846.25,2021-06-16,397,INE099J01015
JPPOWER,EQ,5.25,5.35,5.15,5.35,5.35,5.1,197412834,1048011558,2021-06-16,48451,INE351F01018
JSL,EQ,104.1,107.5,100.1,102.1,101.5,104.5,5490602,567875936.6,2021-06-16,28001,INE220G01021
JSLHISAR,EQ,198.95,200.4,187.35,192.1,191.5,199.9,1364806,261997398.6,2021-06-16,16111,INE455T01018
JSWENERGY,EQ,153.9,168.3,153.05,164.95,163.75,153.55,8972509,1433403912,2021-06-16,44753,INE121E01018
JSWHL,EQ,5239.6,5245.5,5053.05,5111.3,5162.1,5239.6,1156,5961532,2021-06-16,427,INE824G01012
JSWISPL,BE,51.45,51.45,51.45,51.45,51.45,54.15,293619,15106697.55,2021-06-16,1545,INE743C01021
JSWSTEEL,EQ,720,728.9,703.55,705.4,706.8,725.1,9016464,6411920934,2021-06-16,111650,INE019A01038
JTEKTINDIA,EQ,111,115.9,107.2,108.55,108.45,110.35,1631640,183407447.5,2021-06-16,15972,INE643A01035
JUBLFOOD,EQ,3250,3332.7,3212,3232.45,3221.2,3175.95,3037741,9950111424,2021-06-16,181865,INE797F01012
JUBLINDS,EQ,324.05,329.95,321.25,323.7,323.95,323.9,42517,13830631.3,2021-06-16,1470,INE645L01011
JUBLINGREA,EQ,566.7,567.4,546.45,551.2,552.4,563.7,356739,197687321.7,2021-06-16,13451,INE0BY001018
JUBLPHARMA,EQ,770,773,752.05,761.45,759,755.2,469252,357059034,2021-06-16,16278,INE700A01033
JUMPNET,EQ,11.55,11.55,11.25,11.55,11.55,11,2792337,32136559.9,2021-06-16,3377,INE974C01022
JUNIORBEES,EQ,414,414,405.1,407.46,407.3,410.84,73773,30189631.79,2021-06-16,5951,INF732E01045
JUSTDIAL,EQ,1030.25,1084.25,1008.5,1070.25,1054.1,1009.25,10718605,11292070466,2021-06-16,278972,INE599M01018
JYOTHYLAB,EQ,159.4,161.85,157.1,157.95,158.35,158.1,1277904,204343748.4,2021-06-16,14872,INE668F01031
JYOTISTRUC,BZ,6.05,6.35,5.75,6.15,6.3,6.05,472485,2922553.65,2021-06-16,284,INE197A01024
KABRAEXTRU,EQ,186.3,189.5,182.05,187.1,186,184.4,231597,43230009.95,2021-06-16,10477,INE900B01029
KAJARIACER,EQ,1002,1009.3,992.3,995.1,996,994.85,329771,329034155.3,2021-06-16,10873,INE217B01036
KAKATCEM,EQ,298.5,302.8,272.2,277.9,274.05,296.1,135370,38937575.1,2021-06-16,5567,INE437B01014
KALPATPOWR,EQ,436.6,440.65,432.05,435.1,435.5,436.7,301586,131548010.3,2021-06-16,11792,INE220B01022
KALYANIFRG,BE,214.95,214.95,200.5,201.15,200.5,211,1434,293925.8,2021-06-16,71,INE314G01014
KALYANKJIL,EQ,84,84.5,81.5,81.8,81.6,83.25,2821152,233126086.7,2021-06-16,19345,INE303R01014
KAMATHOTEL,BE,48.5,48.95,47,48.5,47.65,47.75,59854,2887105.5,2021-06-16,491,INE967C01018
KAMDHENU,EQ,163,163.25,160.1,160.65,160.6,163.2,71745,11546968.4,2021-06-16,1608,INE390H01012
KANANIIND,EQ,7.7,7.7,7.7,7.7,7.7,7.35,8597,66196.9,2021-06-16,38,INE879E01037
KANORICHEM,EQ,154.45,154.5,148,154.3,154,147.15,219752,33826159.45,2021-06-16,1317,INE138C01024
KANPRPLA,EQ,228.9,228.9,221.05,222.8,223,225.6,23308,5238254.55,2021-06-16,658,INE694E01014
KANSAINER,EQ,586,587.95,576.55,578.25,578,582.85,115501,67225981.1,2021-06-16,7746,INE531A01024
KAPSTON,BE,88.65,91.95,86.05,88.1,88.6,88.65,917,81421.45,2021-06-16,28,INE542Z01010
KARDA,BE,178,179.5,174.6,178.05,178,178.45,180388,32097217.35,2021-06-16,271,INE278R01026
KARMAENG,EQ,20.1,20.35,19.2,19.3,19.2,20.2,31666,618600.95,2021-06-16,164,INE725L01011
KARURVYSYA,EQ,53,53.75,52.15,52.2,52.35,52.85,1877635,99087337.2,2021-06-16,10984,INE036D01028
KAUSHALYA,EQ,2.05,2.1,2.05,2.1,2.1,2,62450,130868.05,2021-06-16,32,INE234I01010
KAYA,EQ,344.8,348.1,333,338.9,337.5,342,26898,9156271.95,2021-06-16,1828,INE587G01015
KCP,EQ,118.8,119.85,116,117.15,117.25,118.2,423074,49823795.7,2021-06-16,5776,INE805C01028
KCPSUGIND,EQ,25.55,25.85,24.35,24.55,24.5,25.5,653107,16242966.35,2021-06-16,2289,INE790B01024
KDDL,EQ,357,374.1,345.15,374.1,374.1,356.3,15540,5607291.4,2021-06-16,472,INE291D01011
KEC,EQ,405,405,397.25,402.8,403,393.55,677844,272100243.8,2021-06-16,18900,INE389H01022
KECL,BE,19.9,20.1,19.5,19.6,19.85,19.9,35387,698016,2021-06-16,295,INE134B01017
KEERTI,EQ,21.9,21.9,21.6,21.6,21.6,21.65,6911,149891.7,2021-06-16,68,INE586X01012
KEI,EQ,720.55,731,690,694.8,693,717.2,1593705,1137785337,2021-06-16,48426,INE878B01027
KELLTONTEC,EQ,84.95,85.25,78.3,79.1,78.6,84.15,3594251,293339823.4,2021-06-16,20616,INE164B01022
KENNAMET,EQ,1195,1215,1175,1178.7,1176,1212.9,10902,12919513.3,2021-06-16,2767,INE717A01029
KERNEX,BE,73.65,73.65,66.65,73.3,73.65,70.15,84858,6044795.45,2021-06-16,365,INE202H01019
KESORAMIND,EQ,86.5,88.5,83.5,86.6,86.4,86.3,2725636,235392077.9,2021-06-16,16977,INE087A01019
KEYFINSERV,EQ,76.5,76.5,75.9,76.5,76.5,72.9,14350,1096057.5,2021-06-16,195,INE681C01015
KHADIM,EQ,195,195,188.25,189.55,192,195,78673,15096750.4,2021-06-16,2677,INE834I01025
KHAICHEM,EQ,51.45,51.55,48,49.9,49.75,50.75,356653,17854357.8,2021-06-16,3502,INE745B01028
KHANDSE,EQ,17,17.75,16.9,17,17,17.4,2063,35365.55,2021-06-16,18,INE060B01014
KICL,EQ,2077.45,2114.5,2053.55,2073.9,2061,2077.45,2410,5051150.5,2021-06-16,1014,INE029L01018
KILITCH,BE,159.95,159.95,154.5,154.6,154.55,155.95,8708,1377420.1,2021-06-16,97,INE729D01010
KINGFA,EQ,1129,1136.8,1085,1106.9,1100,1111.5,19183,21251756.05,2021-06-16,1927,INE473D01015
KIOCL,EQ,291.1,293.95,282,283.15,283.5,290.9,85226,24375906,2021-06-16,6944,INE880L01014
KIRIINDUS,EQ,577.4,583.15,565.8,568.75,569.85,575.55,245672,140786304,2021-06-16,6784,INE415I01015
KIRLFER,EQ,236.6,237,231.05,232.2,233.15,234.9,76365,17812742.4,2021-06-16,2990,INE884B01025
